0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1.0000005,0.38676766,0.46369937,0.6578793,0.13438949,0.22906215,-0.26011202,-0.077451944,0.082237184,0.09023678,0.13748522,0.04525663,0.15180995,-0.07638841,0.28919542,-0.06724191,0.027060961,-0.28578758,-0.1828566,-0.18853708,-0.111056946,-0.3144046,-0.14202817,-0.037288338,-0.20743932,0.08383489,-0.07636417,0.23307005,-0.27437043,-0.14071275
0.38676766,1.0000004,0.42601582,0.3597898,0.31423083,0.33643213,0.11021917,0.14170273,0.29075316,0.092509754,0.13956042,0.16392423,0.24800017,-0.11493913,0.263176,-0.1058576,0.13875295,-0.06116585,-0.24697724,-0.30558798,-0.15253809,-0.17354952,-0.1288683,-0.0132151125,-0.05441761,-0.02783231,-0.20468995,0.20859681,-0.11337797,-0.2908374
0.46369937,0.42601582,1.0000008,0.4806663,0.2904496,0.31227896,-0.30780557,-0.030163856,0.0151363425,-0.03851288,0.32254317,0.2453043,0.2814339,-0.031939737,0.15932064,-0.3119777,0.051015817,-0.21521552,-0.1495277,-0.3786924,-0.19773452,-0.32306892,-0.044140905,-0.07859074,-0.18244559,-0.0032527088,-0.1776995,0.16511805,-0.46837398,-0.37369406
0.6578793,0.3597898,0.4806663,1.0,0.16216418,0.31841758,-0.36224735,-0.122141056,0.015032806,-0.04273518,0.18527718,0.064219244,0.11942551,-0.17716679,0.09591021,-0.21247455,-0.11085686,-0.22280674,-0.2395994,-0.347274,-0.2823517,-0.3496429,0.0013547847,-0.14623454,-0.28408375,-0.023204014,-0.21980147,0.12884492,-0.34278294,-0.26696512
0.13438949,0.31423083,0.2904496,0.16216418,0.9999999,0.31323358,-0.013284854,0.29996693,0.06450497,-0.04447021,0.054712318,0.19044386,0.26943138,0.005836252,0.27958703,0.017939536,0.25420487,-0.003954597,-0.15484375,-0.15534227,0.0686973,-0.1065286,0.004099813,0.2069216,-0.114518665,0.0011454369,-0.1552207,0.008197596,-0.24405979,-0.16244061
0.22906215,0.33643213,0.31227896,0.31841758,0.31323358,0.9999997,-0.20519948,0.08955836,-0.14512643,0.072422124,0.018432574,-0.01183521,0.04781389,-0.22280185,0.029619696,-0.102440275,-0.16140628,-0.024638433,-0.3095678,0.11454983,-0.23986417,0.14824414,0.1580281,-0.08461757,-0.43226862,-0.24233773,-0.25629127,-0.12673627,-0.23112525,-0.26360747
-0.26011202,0.11021917,-0.30780557,-0.36224735,-0.013284854,-0.20519948,1.0000004,0.319712,0.38424975,-0.026255403,0.1826647,0.41934383,0.21820916,0.37140128,0.18148941,0.25728098,0.4120718,0.06720771,0.4156332,-0.15474224,0.45738235,-0.053011958,-0.24872556,0.24150549,0.41422775,0.25974765,0.22615695,0.234912,0.33516622,-0.022022625
-0.077451944,0.14170273,-0.030163856,-0.122141056,0.29996693,0.08955836,0.319712,1.0000002,0.35289866,0.34304136,0.2302967,0.35918298,0.2822151,0.27132213,0.32199782,0.2956353,0.449052,0.023701716,0.1143877,-0.2061244,0.3239782,-0.112067305,-0.36592215,0.18742768,0.12217476,0.16598189,-0.04493031,0.24949557,0.08727711,-0.14559662
0.082237184,0.29075316,0.0151363425,0.015032806,0.06450497,-0.14512643,0.38424975,0.35289866,1.0000002,0.14587669,0.24139577,0.19768955,0.19745816,0.2298248,0.32944772,0.24634175,0.4135121,-0.043508027,0.22518998,-0.4745796,0.3317065,-0.21648586,-0.30140337,0.10942441,0.26164106,0.3583,-0.024861015,0.41413638,0.029409846,-0.25506982
0.09023678,0.092509754,-0.03851288,-0.04273518,-0.04447021,0.072422124,-0.026255403,0.34304136,0.14587669,1.0000005,-0.04631565,-0.04607928,-0.04185368,0.020612512,0.16157839,0.24052031,0.28886232,-0.037394762,-0.092183046,0.049679734,0.18287767,0.09502224,-0.2916848,0.03805754,0.25442737,-0.04445901,0.026192997,0.25715426,0.2883668,0.03367979
0.13748522,0.13956042,0.32254317,0.18527718,0.054712318,0.018432574,0.1826647,0.2302967,0.24139577,-0.04631565,1.0000001,0.6825828,0.5869839,0.4049262,0.28241706,0.13985023,0.32555422,-0.17863438,0.15475972,-0.51142544,0.1683605,-0.35252833,-0.30310628,-0.05670024,0.107285246,0.2191094,0.040988352,0.406116,-0.08293252,-0.4928034
0.04525663,0.16392423,0.2453043,0.064219244,0.19044386,-0.01183521,0.41934383,0.35918298,0.19768955,-0.04607928,0.6825828,1.0000001,0.5930093,0.4813209,0.3868757,0.106105305,0.3958205,-0.13496591,0.32960322,-0.4484732,0.2826844,-0.3758052,-0.39545292,0.098229885,0.18377063,0.20512316,0.18145944,0.37716675,-0.031586226,-0.22966217
0.15180995,0.24800017,0.2814339,0.11942551,0.26943138,0.04781389,0.21820916,0.2822151,0.19745816,-0.04185368,0.5869839,0.5930093,0.9999997,0.3590418,0.5806577,0.1911538,0.3716157,-0.14979203,0.089436956,-0.2716242,0.15603712,-0.24222709,-0.39094722,0.15259269,0.22563756,0.18711948,0.18684982,0.4361926,-0.017477142,-0.24578486
-0.07638841,-0.11493913,-0.031939737,-0.17716679,0.005836252,-0.22280185,0.37140128,0.27132213,0.2298248,0.020612512,0.4049262,0.4813209,0.3590418,1.0,0.32865193,0.3137812,0.49333096,-0.008469206,0.3606002,-0.25161123,0.40064764,-0.181364,-0.34744057,0.21583849,0.27954155,0.26579648,0.2942215,0.29143122,0.12997903,-0.02073112
0.28919542,0.263176,0.15932064,0.09591021,0.27958703,0.029619696,0.18148941,0.32199782,0.32944772,0.16157839,0.28241706,0.3868757,0.5806577,0.32865193,1.0000004,0.20175633,0.3916445,-0.09657449,0.14367242,-0.25439826,0.27260566,-0.23645006,-0.55011225,0.21400823,0.28075895,0.27091315,0.25126818,0.51112604,0.054834023,0.023001555
-0.06724191,-0.1058576,-0.3119777,-0.21247455,0.017939536,-0.102440275,0.25728098,0.2956353,0.24634175,0.24052031,0.13985023,0.106105305,0.1911538,0.3137812,0.20175633,1.0000002,0.36361128,0.17125924,0.05675592,-0.011959233,0.33535856,0.06683606,-0.2003521,0.17557463,0.21263158,0.18093453,0.1439519,0.11723901,0.18422805,0.022040466
0.027060961,0.13875295,0.051015817,-0.11085686,0.25420487,-0.16140628,0.4120718,0.449052,0.4135121,0.28886232,0.32555422,0.3958205,0.3716157,0.49333096,0.3916445,0.36361128,0.99999994,-0.089385964,0.21533132,-0.28517598,0.46330085,-0.16734353,-0.3940333,0.23795967,0.37572244,0.32143474,0.22979644,0.3742702,0.103875004,-0.11525879
-0.28578758,-0.06116585,-0.21521552,-0.22280674,-0.003954597,-0.024638433,0.06720771,0.023701716,-0.043508027,-0.037394762,-0.17863438,-0.13496591,-0.14979203,-0.008469206,-0.09657449,0.17125924,-0.089385964,1.0,-0.14205289,0.11696308,-0.016962968,0.21523906,0.20910738,0.25604862,-0.0015121048,-0.1677273,-0.114161,-0.22936435,0.091469355,0.07270831
-0.1828566,-0.24697724,-0.1495277,-0.2395994,-0.15484375,-0.3095678,0.4156332,0.1143877,0.22518998,-0.092183046,0.15475972,0.32960322,0.089436956,0.3606002,0.14367242,0.05675592,0.21533132,-0.14205289,0.99999964,-0.0860618,0.4504343,-0.04448629,-0.4189799,0.0032239312,0.30781382,0.33228984,0.43698245,0.2775269,0.15881814,0.12855744
-0.18853708,-0.30558798,-0.3786924,-0.347274,-0.15534227,0.11454983,-0.15474224,-0.2061244,-0.4745796,0.049679734,-0.51142544,-0.4484732,-0.2716242,-0.25161123,-0.25439826,-0.011959233,-0.28517598,0.11696308,-0.0860618,0.9999995,-0.11573186,0.50811416,0.25855055,-0.01594816,-0.13699657,-0.29825568,0.15968086,-0.40513614,0.18303046,0.4695511
-0.111056946,-0.15253809,-0.19773452,-0.2823517,0.0686973,-0.23986417,0.45738235,0.3239782,0.3317065,0.18287767,0.1683605,0.2826844,0.15603712,0.40064764,0.27260566,0.33535856,0.46330085,-0.016962968,0.4504343,-0.11573186,1.0000004,0.04215482,-0.33241466,0.32363477,0.36017612,0.27733,0.31131056,0.2008064,0.15946041,0.14756961
-0.3144046,-0.17354952,-0.32306892,-0.3496429,-0.1065286,0.14824414,-0.053011958,-0.112067305,-0.21648586,0.09502224,-0.35252833,-0.3758052,-0.24222709,-0.181364,-0.23645006,0.06683606,-0.16734353,0.21523906,-0.04448629,0.50811416,0.04215482,1.0000001,0.16533884,-0.01820139,0.052180823,-0.2595865,0.10731707,-0.24705449,0.19178395,0.19051403
-0.14202817,-0.1288683,-0.044140905,0.0013547847,0.004099813,0.1580281,-0.24872556,-0.36592215,-0.30140337,-0.2916848,-0.30310628,-0.39545292,-0.39094722,-0.34744057,-0.55011225,-0.2003521,-0.3940333,0.20910738,-0.4189799,0.25855055,-0.33241466,0.16533884,1.0000002,-0.0267183,-0.4238549,-0.23353425,-0.3515043,-0.5942976,-0.20516095,-0.038601793
-0.037288338,-0.0132151125,-0.07859074,-0.14623454,0.2069216,-0.08461757,0.24150549,0.18742768,0.10942441,0.03805754,-0.05670024,0.098229885,0.15259269,0.21583849,0.21400823,0.17557463,0.23795967,0.25604862,0.0032239312,-0.01594816,0.32363477,-0.01820139,-0.0267183,0.99999964,0.20791179,0.13110407,0.11316434,0.026036276,0.0026127184,0.16678119
-0.20743932,-0.05441761,-0.18244559,-0.28408375,-0.114518665,-0.43226862,0.41422775,0.12217476,0.26164106,0.25442737,0.107285246,0.18377063,0.22563756,0.27954155,0.28075895,0.21263158,0.37572244,-0.0015121048,0.30781382,-0.13699657,0.36017612,0.052180823,-0.4238549,0.20791179,1.0,0.2448135,0.46435007,0.45223668,0.5056666,0.1718104
0.08383489,-0.02783231,-0.0032527088,-0.023204014,0.0011454369,-0.24233773,0.25974765,0.16598189,0.3583,-0.04445901,0.2191094,0.20512316,0.18711948,0.26579648,0.27091315,0.18093453,0.32143474,-0.1677273,0.33228984,-0.29825568,0.27733,-0.2595865,-0.23353425,0.13110407,0.2448135,0.99999946,0.16540034,0.44337243,0.1033231,-0.16092049
-0.07636417,-0.20468995,-0.1776995,-0.21980147,-0.1552207,-0.25629127,0.22615695,-0.04493031,-0.024861015,0.026192997,0.040988352,0.18145944,0.18684982,0.2942215,0.25126818,0.1439519,0.22979644,-0.114161,0.43698245,0.15968086,0.31131056,0.10731707,-0.3515043,0.11316434,0.46435007,0.16540034,1.0000001,0.21937542,0.2931047,0.39000967
0.23307005,0.20859681,0.16511805,0.12884492,0.008197596,-0.12673627,0.234912,0.24949557,0.41413638,0.25715426,0.406116,0.37716675,0.4361926,0.29143122,0.51112604,0.11723901,0.3742702,-0.22936435,0.2775269,-0.40513614,0.2008064,-0.24705449,-0.5942976,0.026036276,0.45223668,0.44337243,0.21937542,0.99999994,0.23623705,-0.19391727
-0.27437043,-0.11337797,-0.46837398,-0.34278294,-0.24405979,-0.23112525,0.33516622,0.08727711,0.029409846,0.2883668,-0.08293252,-0.031586226,-0.017477142,0.12997903,0.054834023,0.18422805,0.103875004,0.091469355,0.15881814,0.18303046,0.15946041,0.19178395,-0.20516095,0.0026127184,0.5056666,0.1033231,0.2931047,0.23623705,0.9999994,0.17184466
-0.14071275,-0.2908374,-0.37369406,-0.26696512,-0.16244061,-0.26360747,-0.022022625,-0.14559662,-0.25506982,0.03367979,-0.4928034,-0.22966217,-0.24578486,-0.02073112,0.023001555,0.022040466,-0.11525879,0.07270831,0.12855744,0.4695511,0.14756961,0.19051403,-0.038601793,0.16678119,0.1718104,-0.16092049,0.39000967,-0.19391727,0.17184466,0.9999998
